user_id,state,district,category_selected,scheme_shown,applied,approved,income_band,age_group,timestamp
USR002531,Gujarat,Bharuch,Agriculture & Allied Activities,PM Krishi Sinchai Yojana,Yes,Yes,High,26-40,2026-02-27 04:21:21
USR002532,Andhra Pradesh,Chittoor,Health & Public Health,National Health Mission,No,No,Middle,18-25,2025-05-29 09:42:20
USR002533,West Bengal,Kolkata,Education & Scholarships,SHREYAS Scheme,No,No,High,18-25,2026-01-10 15:27:50
USR002534,Nagaland,Peren,Agriculture & Allied Activities,Kisan Credit Card,Yes,No,High,26-40,2025-04-21 13:05:58
USR002535,Rajasthan,Jodhpur,Women Empowerment & Child Welfare,STEP Scheme,Yes,No,High,60+,2025-03-22 17:46:44
USR002536,Madhya Pradesh,Ujjain,Health & Public Health,Mission Indradhanush,Yes,Yes,Low,18-25,2025-05-26 14:31:07
USR002537,Manipur,Ukhrul,Education & Scholarships,Top Class Education Scheme,Yes,Yes,Low,60+,2025-10-05 03:09:13
USR002538,Gujarat,Surat,Senior Citizen Welfare,Annapurna Scheme,No,No,High,60+,2025-04-01 21:35:43
USR002539,Chhattisgarh,Bastar,SC/ST/OBC Welfare,National Fellowship SC,Yes,Yes,High,41-60,2025-07-08 07:46:54
USR002540,Jharkhand,Dumka,Women Empowerment & Child Welfare,Ujjawala Scheme,Yes,Yes,Low,41-60,2025-10-26 16:02:48
USR002541,Odisha,Jajpur,Agriculture & Allied Activities,PM Krishi Sinchai Yojana,No,No,High,41-60,2025-12-13 12:24:22
USR002542,Himachal Pradesh,Shimla,Health & Public Health,Pradhan Mantri Surakshit Matritva Abhiyan,Yes,Yes,Middle,26-40,2025-12-23 05:46:13
USR002543,Kerala,Ernakulathappan,Agriculture & Allied Activities,Soil Health Card Scheme,Yes,Yes,Middle,26-40,2025-10-20 04:42:22
USR002544,Chhattisgarh,Janjgir-Champa,SC/ST/OBC Welfare,Post Matric Scholarship OBC,Yes,No,Middle,41-60,2025-04-26 08:15:28
USR002545,Telangana,Karimnagar,Women Empowerment & Child Welfare,Working Women Hostel Scheme,No,No,Low,60+,2025-06-11 06:56:37
USR002546,Jharkhand,Dhanbad,Agriculture & Allied Activities,PM Krishi Sinchai Yojana,Yes,No,Middle,60+,2025-11-11 12:06:25
USR002547,Maharashtra,Aurangabad,Agriculture & Allied Activities,PM-KISAN,Yes,Yes,Low,41-60,2025-06-25 01:23:19
USR002548,Maharashtra,Kolhapur,SC/ST/OBC Welfare,NSFDC Loan Schemes,Yes,Yes,High,18-25,2025-05-19 01:42:22
USR002549,Uttarakhand,Pithoragarh,Health & Public Health,National Digital Health Mission,No,No,Middle,60+,2025-04-27 03:13:26
USR002550,Karnataka,Belgaum,Health & Public Health,Pradhan Mantri Surakshit Matritva Abhiyan,Yes,No,High,60+,2025-06-12 06:35:48
USR002551,Kerala,Kozhikode,Senior Citizen Welfare,Senior Citizen Savings Scheme,Yes,Yes,Middle,18-25,2025-03-20 11:57:37
USR002552,Gujarat,Junagadh,Senior Citizen Welfare,Varishtha Pension Bima Yojana,No,No,Middle,26-40,2025-03-13 15:14:14
USR002553,Uttarakhand,Haridwar,Disability Support (Divyang Schemes),Sahyogi Scheme,Yes,Yes,Low,60+,2025-06-01 13:16:56
USR002554,Sikkim,North Sikkim,Disability Support (Divyang Schemes),Gharaunda Scheme,No,No,Low,60+,2025-04-03 19:11:33
USR002555,Himachal Pradesh,Shimla,Agriculture & Allied Activities,Paramparagat Krishi Vikas Yojana,No,No,Low,41-60,2025-07-12 12:54:07
USR002556,Assam,Sonitpur,Agriculture & Allied Activities,Soil Health Card Scheme,Yes,Yes,High,60+,2025-07-06 10:05:15
USR002557,Rajasthan,Udaipur,Agriculture & Allied Activities,e-NAM,Yes,Yes,Middle,18-25,2026-01-25 01:34:32
USR002558,Odisha,Sambalpur,Senior Citizen Welfare,Rashtriya Vayoshri Yojana,Yes,No,Low,41-60,2025-09-04 18:29:42
USR002559,Rajasthan,Udaipur,Education & Scholarships,Central Sector Scholarship Scheme,Yes,Yes,Middle,26-40,2025-07-22 16:53:50
USR002560,Kerala,Kottayam,Women Empowerment & Child Welfare,POSHAN Abhiyaan,No,No,Low,26-40,2026-02-15 20:34:38
USR002561,Uttar Pradesh,Meerut,SC/ST/OBC Welfare,Top Class Education SC,Yes,Yes,Low,41-60,2025-09-24 05:05:22
USR002562,Bihar,East Champaran,Disability Support (Divyang Schemes),Deendayal Disabled Rehabilitation Scheme,Yes,Yes,Low,26-40,2025-07-08 18:25:03
USR002563,Meghalaya,East Garo Hills,Disability Support (Divyang Schemes),Sahyogi Scheme,No,No,Middle,18-25,2025-09-19 17:24:53
USR002564,Uttar Pradesh,Kanpur,Disability Support (Divyang Schemes),Deendayal Disabled Rehabilitation Scheme,Yes,Yes,Low,26-40,2025-03-10 10:16:09
USR002565,Karnataka,Belgaum,Senior Citizen Welfare,Senior Citizen Savings Scheme,Yes,No,Middle,60+,2025-08-24 05:14:59
USR002566,Odisha,Balasore,Women Empowerment & Child Welfare,One Stop Centre Scheme,No,No,Middle,18-25,2025-05-15 11:25:07
USR002567,Gujarat,Rajkot,Disability Support (Divyang Schemes),Sahyogi Scheme,No,No,High,60+,2025-11-02 07:58:13
USR002568,Himachal Pradesh,Kinnaur,Health & Public Health,National Health Mission,Yes,Yes,Middle,18-25,2026-01-27 14:17:10
USR002569,Mizoram,Kolasib,Women Empowerment & Child Welfare,Anganwadi Services ICDS,No,No,Middle,60+,2025-12-08 01:15:23
USR002570,Chhattisgarh,Raipur,Senior Citizen Welfare,Elderline Helpline,Yes,Yes,Low,26-40,2025-09-01 18:34:56
USR002571,Punjab,Ludhiana,Disability Support (Divyang Schemes),Indira Gandhi Disability Pension,No,No,High,60+,2025-03-02 08:24:41
USR002572,Jharkhand,Ranchi,Disability Support (Divyang Schemes),Unique Disability ID UDID,No,No,Middle,41-60,2025-05-22 06:17:59
USR002573,Jharkhand,Deoghar,Women Empowerment & Child Welfare,Ujjawala Scheme,No,No,Middle,18-25,2025-06-05 19:32:42
USR002574,Nagaland,Peren,Health & Public Health,Pradhan Mantri Surakshit Matritva Abhiyan,No,No,Middle,60+,2026-02-20 05:48:30
USR002575,Kerala,Kannur,Health & Public Health,National Digital Health Mission,No,No,Low,41-60,2026-01-15 02:36:07
USR002576,Mizoram,Mamit,Women Empowerment & Child Welfare,Beti Bachao Beti Padhao,Yes,Yes,Middle,18-25,2025-04-09 03:31:27
USR002577,Andhra Pradesh,Guntur,Women Empowerment & Child Welfare,Mahila Shakti Kendra,No,No,Low,41-60,2025-06-03 05:19:44
USR002578,Odisha,Sambalpur,Disability Support (Divyang Schemes),Sahyogi Scheme,Yes,Yes,Middle,26-40,2025-06-18 07:31:11
USR002579,Tamil Nadu,Chennai,Senior Citizen Welfare,Atal Pension Yojana,No,No,High,41-60,2025-10-29 07:20:40
USR002580,Maharashtra,Kolhapur,SC/ST/OBC Welfare,Post Matric Scholarship OBC,Yes,Yes,Low,41-60,2025-07-07 09:03:53
USR002581,West Bengal,Howrah,Health & Public Health,Rashtriya Swasthya Bima Yojana,Yes,Yes,High,18-25,2025-05-05 15:20:05
USR002582,Gujarat,Surat,Health & Public Health,Ayushman Bharat PM-JAY,Yes,Yes,Low,18-25,2025-06-29 03:38:48
USR002583,Jharkhand,Dhanbad,Health & Public Health,Pradhan Mantri Jan Aushadhi Yojana,No,No,Low,26-40,2025-08-22 12:47:08
USR002584,Karnataka,Bangalore,Education & Scholarships,Top Class Education Scheme,No,No,Low,60+,2025-04-13 18:51:31
USR002585,Telangana,Rangareddy,Senior Citizen Welfare,Integrated Programme for Older Persons,Yes,Yes,Low,41-60,2025-04-20 02:14:49
USR002586,Gujarat,Vadodara,SC/ST/OBC Welfare,Free Coaching Scheme SC OBC,Yes,Yes,High,26-40,2025-06-30 15:55:15
USR002587,Chhattisgarh,Bastar,Disability Support (Divyang Schemes),Unique Disability ID UDID,Yes,No,High,18-25,2025-04-25 17:40:11
USR002588,Andhra Pradesh,Visakhapatnam,Disability Support (Divyang Schemes),Sahyogi Scheme,No,No,High,60+,2025-08-31 17:49:39
USR002589,Andhra Pradesh,Guntur,SC/ST/OBC Welfare,NSFDC Loan Schemes,Yes,Yes,High,60+,2025-09-29 07:39:37
USR002590,Assam,Sonitpur,Disability Support (Divyang Schemes),Vidyasagar Scheme,No,No,Middle,41-60,2026-02-19 17:18:22
USR002591,Jharkhand,Godda,Education & Scholarships,PM Research Fellowship,Yes,No,Middle,18-25,2025-03-09 04:56:43
USR002592,Sikkim,South Sikkim,Women Empowerment & Child Welfare,Anganwadi Services ICDS,Yes,Yes,High,18-25,2025-04-16 03:50:37
USR002593,Kerala,Thrissur,Health & Public Health,Rashtriya Swasthya Bima Yojana,No,No,Middle,26-40,2025-11-28 19:47:17
USR002594,Tamil Nadu,Chennai,SC/ST/OBC Welfare,NSFDC Loan Schemes,Yes,Yes,Low,60+,2025-04-22 17:51:36
USR002595,Jharkhand,Deoghar,Agriculture & Allied Activities,Kisan Credit Card,No,No,Low,18-25,2025-11-24 00:05:39
USR002596,Punjab,Ludhiana,Health & Public Health,eSanjeevani Telemedicine,Yes,No,Middle,26-40,2025-09-15 14:50:03
USR002597,Chhattisgarh,Rajnandgaon,Agriculture & Allied Activities,PM-KISAN,Yes,No,High,26-40,2025-06-27 16:56:10
USR002598,Andhra Pradesh,Kadapa,Women Empowerment & Child Welfare,POSHAN Abhiyaan,No,No,High,18-25,2025-12-08 13:21:35
USR002599,Odisha,Jajpur,Senior Citizen Welfare,National Social Assistance Programme,No,No,High,26-40,2026-01-14 08:08:59
USR002600,Uttarakhand,Bageshwar,Senior Citizen Welfare,Varishtha Pension Bima Yojana,No,No,Middle,41-60,2025-05-08 00:49:21
USR002601,Gujarat,Vadodara,Health & Public Health,Janani Suraksha Yojana,No,No,Low,41-60,2025-11-13 13:49:35
USR002602,Gujarat,Rajkot,Women Empowerment & Child Welfare,Anganwadi Services ICDS,Yes,Yes,Low,26-40,2026-01-13 05:47:42
USR002603,Bihar,Araria,Education & Scholarships,Central Sector Scholarship Scheme,Yes,No,High,60+,2025-08-21 09:08:25
USR002604,Punjab,Sangrur,Senior Citizen Welfare,Senior Citizen Savings Scheme,Yes,Yes,Low,18-25,2026-02-03 00:54:03
USR002605,Gujarat,Surat,Disability Support (Divyang Schemes),Samarth Scheme,No,No,Low,60+,2025-08-23 21:25:15
USR002606,Mizoram,Saiha,Agriculture & Allied Activities,Paramparagat Krishi Vikas Yojana,No,No,Low,26-40,2026-02-07 16:43:39
USR002607,Maharashtra,Nagpur,SC/ST/OBC Welfare,National Fellowship SC,No,No,High,26-40,2025-03-01 10:22:36
USR002608,Nagaland,Peren,Disability Support (Divyang Schemes),Deendayal Disabled Rehabilitation Scheme,No,No,Low,60+,2025-10-16 09:31:35
USR002609,Uttarakhand,Dehradun,Disability Support (Divyang Schemes),Unique Disability ID UDID,Yes,Yes,Middle,26-40,2025-12-29 04:15:33
USR002610,Punjab,Amritsar,SC/ST/OBC Welfare,National Fellowship SC,Yes,No,Low,26-40,2026-01-22 21:17:26
USR002611,Manipur,Imphal West,Health & Public Health,eSanjeevani Telemedicine,Yes,No,Low,60+,2025-12-02 05:04:12
USR002612,Uttarakhand,Nainital,Disability Support (Divyang Schemes),Vidyasagar Scheme,Yes,Yes,High,41-60,2025-07-29 01:51:06
USR002613,Manipur,Imphal West,Disability Support (Divyang Schemes),Samarth Scheme,Yes,Yes,Middle,60+,2025-11-30 21:37:59
USR002614,Gujarat,Rajkot,Women Empowerment & Child Welfare,Pradhan Mantri Matru Vandana Yojana,No,No,Middle,60+,2025-11-01 06:23:28
USR002615,Tamil Nadu,Chennai,Disability Support (Divyang Schemes),Sahyogi Scheme,Yes,Yes,High,60+,2025-05-12 19:42:33
USR002616,Manipur,Ukhrul,Health & Public Health,National Digital Health Mission,Yes,No,Middle,26-40,2025-12-24 19:07:44
USR002617,Uttar Pradesh,Agra,SC/ST/OBC Welfare,Pre Matric Scholarship SC,Yes,No,Middle,41-60,2025-09-03 01:31:32
USR002618,Sikkim,South Sikkim,Women Empowerment & Child Welfare,Working Women Hostel Scheme,No,No,Middle,18-25,2025-07-23 09:13:37
USR002619,Madhya Pradesh,Bhopal,Senior Citizen Welfare,Elderline Helpline,No,No,High,26-40,2025-04-29 20:19:54
USR002620,Kerala,Kannur,Health & Public Health,Ayushman Bharat PM-JAY,No,No,Low,41-60,2026-02-14 04:59:32
USR002621,Chhattisgarh,Durg,Education & Scholarships,SHREYAS Scheme,Yes,Yes,High,60+,2025-11-22 23:38:03
USR002622,Bihar,West Champaran,SC/ST/OBC Welfare,National Fellowship OBC,No,No,Middle,60+,2025-07-06 08:19:47
USR002623,Rajasthan,Udaipur,Disability Support (Divyang Schemes),National Trust Niramaya,Yes,Yes,High,26-40,2025-09-19 14:10:16
USR002624,Haryana,Faridabad,Education & Scholarships,Top Class Education Scheme,No,No,Middle,60+,2026-01-03 18:11:52
USR002625,Odisha,Bhubaneswar,Agriculture & Allied Activities,Paramparagat Krishi Vikas Yojana,No,No,High,26-40,2025-04-04 16:33:10
USR002626,Madhya Pradesh,Sagar,Agriculture & Allied Activities,Soil Health Card Scheme,Yes,No,Low,26-40,2025-03-26 22:04:09
USR002627,Jharkhand,Dhanbad,Health & Public Health,Pradhan Mantri Jan Aushadhi Yojana,Yes,No,Low,18-25,2025-08-21 23:36:20
USR002628,Haryana,Rohtak,SC/ST/OBC Welfare,Pre Matric Scholarship SC,Yes,No,Low,60+,2025-07-19 01:41:39
USR002629,Tripura,Dhalai,Women Empowerment & Child Welfare,Pradhan Mantri Matru Vandana Yojana,No,No,Middle,41-60,2025-11-23 04:28:56
USR002630,Telangana,Nalgonda,Health & Public Health,Mission Indradhanush,Yes,No,Low,18-25,2025-09-07 16:04:08
USR002631,Tamil Nadu,Tiruppur,Women Empowerment & Child Welfare,STEP Scheme,Yes,No,Middle,18-25,2025-07-30 07:41:06
USR002632,Tripura,West Tripura,Agriculture & Allied Activities,PM-KISAN,Yes,No,Middle,41-60,2025-03-08 17:52:03
USR002633,Haryana,Hisar,Health & Public Health,National Digital Health Mission,No,No,Middle,18-25,2025-03-03 22:18:52
USR002634,Punjab,Sangrur,Women Empowerment & Child Welfare,Anganwadi Services ICDS,Yes,Yes,Low,18-25,2025-10-22 03:32:10
USR002635,Tamil Nadu,Chennai,Senior Citizen Welfare,Senior Citizen Savings Scheme,Yes,Yes,Low,41-60,2025-07-07 17:05:50
USR002636,Jharkhand,Ranchi,Health & Public Health,Ayushman Bharat PM-JAY,No,No,Middle,18-25,2025-07-13 23:30:27
USR002637,Mizoram,Saiha,Senior Citizen Welfare,Rashtriya Vayoshri Yojana,No,No,High,60+,2025-05-30 01:13:07
USR002638,Telangana,Karimnagar,SC/ST/OBC Welfare,Venture Capital Fund SC,No,No,Low,60+,2025-07-01 18:13:23
USR002639,West Bengal,Howrah,Senior Citizen Welfare,Varishtha Pension Bima Yojana,No,No,High,18-25,2026-01-19 09:02:37
USR002640,Karnataka,Bangalore,Senior Citizen Welfare,Senior Citizen Savings Scheme,Yes,No,Low,60+,2025-10-26 18:08:40
USR002641,Nagaland,Tuensang,SC/ST/OBC Welfare,Credit Enhancement Scheme SC,Yes,Yes,Middle,60+,2026-02-22 21:41:58
USR002642,Gujarat,Vadodara,Senior Citizen Welfare,Annapurna Scheme,No,No,High,41-60,2025-06-08 02:55:48
USR002643,Odisha,Balasore,Health & Public Health,National Health Mission,No,No,Low,26-40,2025-03-18 08:53:15
USR002644,Odisha,Jajpur,Women Empowerment & Child Welfare,STEP Scheme,No,No,Middle,26-40,2025-07-13 22:29:16
USR002645,Uttarakhand,Almora,Health & Public Health,Pradhan Mantri Surakshit Matritva Abhiyan,Yes,No,High,41-60,2026-01-19 21:50:56
USR002646,Mizoram,Aizawl,Disability Support (Divyang Schemes),Samarth Scheme,Yes,Yes,High,18-25,2025-04-28 07:54:26
USR002647,Haryana,Karnal,SC/ST/OBC Welfare,Pre Matric Scholarship SC,Yes,Yes,Middle,60+,2025-06-21 16:45:48
USR002648,Kerala,Kannur,Health & Public Health,TB Elimination Programme,Yes,Yes,Low,18-25,2025-04-15 07:36:48
USR002649,Manipur,Bishnupur,Agriculture & Allied Activities,Paramparagat Krishi Vikas Yojana,No,No,Middle,26-40,2026-02-18 05:47:22
USR002650,Karnataka,Mangalore,Senior Citizen Welfare,Elderline Helpline,Yes,No,High,41-60,2026-02-16 00:24:07
USR002651,Punjab,Amritsar,Health & Public Health,Ayushman Bharat PM-JAY,No,No,Low,26-40,2025-03-06 01:00:25
USR002652,Bihar,Muzaffarpur,SC/ST/OBC Welfare,Post Matric Scholarship OBC,No,No,Middle,18-25,2025-05-29 05:42:21
USR002653,Sikkim,South Sikkim,Disability Support (Divyang Schemes),ADIP Scheme,No,No,Low,26-40,2025-03-08 12:42:24
USR002654,Madhya Pradesh,Ujjain,Disability Support (Divyang Schemes),National Trust Niramaya,Yes,Yes,High,18-25,2025-11-01 08:31:53
USR002655,Tamil Nadu,Chennai,Women Empowerment & Child Welfare,Working Women Hostel Scheme,Yes,Yes,High,18-25,2025-12-25 05:52:58
USR002656,Jharkhand,Dhanbad,SC/ST/OBC Welfare,Credit Enhancement Scheme SC,Yes,Yes,Low,26-40,2025-09-11 05:44:58
USR002657,Manipur,Senapati,Women Empowerment & Child Welfare,One Stop Centre Scheme,No,No,Middle,18-25,2025-12-22 10:49:16
USR002658,Andhra Pradesh,Visakhapatnam,Disability Support (Divyang Schemes),Unique Disability ID UDID,Yes,Yes,Middle,41-60,2025-03-08 21:40:26
USR002659,Tamil Nadu,Kancheepuram,Senior Citizen Welfare,National Social Assistance Programme,No,No,Middle,18-25,2026-01-19 04:21:18
USR002660,Odisha,Jajpur,SC/ST/OBC Welfare,Free Coaching Scheme SC OBC,Yes,Yes,Low,18-25,2025-11-09 23:43:05
USR002661,Odisha,Sambalpur,Senior Citizen Welfare,PM Vaya Vandana Yojana,Yes,Yes,High,60+,2025-09-25 15:33:53
USR002662,Andhra Pradesh,Nellore,SC/ST/OBC Welfare,Top Class Education SC,No,No,High,41-60,2025-08-17 08:27:55
USR002663,Odisha,Bhubaneswar,SC/ST/OBC Welfare,Top Class Education SC,No,No,High,41-60,2026-02-19 14:38:30
USR002664,Chhattisgarh,Bastar,Women Empowerment & Child Welfare,Mahila Shakti Kendra,No,No,Low,26-40,2025-04-03 07:13:07
USR002665,Meghalaya,Cima,Agriculture & Allied Activities,Pradhan Mantri Fasal Bima Yojana,Yes,Yes,High,18-25,2025-11-27 01:58:41
USR002666,Nagaland,Dimapur,Agriculture & Allied Activities,PM Kisan Maan Dhan Yojana,No,No,Low,26-40,2025-07-04 17:01:01
USR002667,Maharashtra,Pune,SC/ST/OBC Welfare,Venture Capital Fund SC,Yes,No,High,41-60,2025-08-20 19:43:56
USR002668,Odisha,Cuttack,Senior Citizen Welfare,Indira Gandhi National Old Age Pension,Yes,Yes,High,60+,2025-10-15 00:58:50
USR002669,Manipur,Senapati,Agriculture & Allied Activities,PM Kisan Maan Dhan Yojana,Yes,Yes,Low,41-60,2025-08-27 23:11:28
USR002670,Haryana,Hisar,Women Empowerment & Child Welfare,Beti Bachao Beti Padhao,No,No,Middle,41-60,2025-08-04 13:59:40
USR002671,Andhra Pradesh,Chittoor,Women Empowerment & Child Welfare,One Stop Centre Scheme,No,No,High,26-40,2025-12-15 10:50:46
USR002672,Tamil Nadu,Coimbatore,Senior Citizen Welfare,Senior Citizen Savings Scheme,Yes,No,Middle,41-60,2025-05-25 09:10:30
USR002673,Tripura,West Tripura,Senior Citizen Welfare,Varishtha Pension Bima Yojana,Yes,Yes,High,26-40,2025-12-31 13:15:32
USR002674,Uttarakhand,Pithoragarh,Health & Public Health,National Health Mission,No,No,Low,26-40,2025-12-06 04:15:13
USR002675,West Bengal,Kolkata,Senior Citizen Welfare,Elderline Helpline,No,No,High,41-60,2025-04-17 03:01:19
USR002676,Kerala,Thiruvananthapuram,Women Empowerment & Child Welfare,One Stop Centre Scheme,Yes,Yes,Low,26-40,2025-11-11 09:28:28
USR002677,Tamil Nadu,Tiruppur,Agriculture & Allied Activities,Soil Health Card Scheme,Yes,Yes,Middle,26-40,2025-05-01 00:24:47
USR002678,Uttarakhand,Nainital,SC/ST/OBC Welfare,Post Matric Scholarship OBC,No,No,High,41-60,2025-12-12 10:02:09
USR002679,Uttar Pradesh,Meerut,Agriculture & Allied Activities,National Horticulture Mission,No,No,Middle,60+,2025-11-19 11:47:50
USR002680,Gujarat,Vadodara,Women Empowerment & Child Welfare,Mahila Samman Savings Certificate,Yes,Yes,Low,41-60,2026-02-26 21:11:55
USR002681,Odisha,Sambalpur,Agriculture & Allied Activities,Soil Health Card Scheme,Yes,Yes,Middle,41-60,2026-01-24 15:52:11
USR002682,Mizoram,Aizawl,SC/ST/OBC Welfare,NSFDC Loan Schemes,Yes,Yes,Low,60+,2025-10-24 16:14:04
USR002683,Tamil Nadu,Kancheepuram,Disability Support (Divyang Schemes),Accessible India Campaign,No,No,High,18-25,2025-06-14 13:20:36
USR002684,Punjab,Amritsar,Women Empowerment & Child Welfare,Mahila Samman Savings Certificate,Yes,Yes,High,18-25,2025-06-27 18:19:58
USR002685,Andhra Pradesh,Guntur,Women Empowerment & Child Welfare,Pradhan Mantri Matru Vandana Yojana,No,No,Middle,18-25,2026-02-28 00:17:56
USR002686,Madhya Pradesh,Jabalpur,Agriculture & Allied Activities,Soil Health Card Scheme,Yes,Yes,Low,18-25,2025-08-03 11:38:56
USR002687,Karnataka,Hubli,Agriculture & Allied Activities,Paramparagat Krishi Vikas Yojana,No,No,Middle,26-40,2025-10-28 08:24:07
USR002688,Punjab,Jalandhar,Health & Public Health,eSanjeevani Telemedicine,No,No,High,18-25,2026-02-27 13:02:56
USR002689,Bihar,West Champaran,Education & Scholarships,Central Sector Scholarship Scheme,Yes,Yes,High,41-60,2025-05-08 20:27:39
USR002690,Manipur,Thoubal,Health & Public Health,Janani Suraksha Yojana,Yes,Yes,Low,60+,2025-09-24 15:26:53
USR002691,Maharashtra,Mumbai,Agriculture & Allied Activities,PM-KISAN,Yes,No,Middle,41-60,2025-11-12 03:59:27
USR002692,Tamil Nadu,Chennai,Health & Public Health,TB Elimination Programme,Yes,No,Middle,26-40,2025-05-18 08:12:27
USR002693,Maharashtra,Kolhapur,Education & Scholarships,Post Matric Scholarship SC,Yes,Yes,Middle,60+,2025-04-25 17:45:02
USR002694,Bihar,West Champaran,SC/ST/OBC Welfare,Venture Capital Fund SC,No,No,Low,18-25,2025-03-15 01:12:52
USR002695,Manipur,Imphal West,Senior Citizen Welfare,Elderline Helpline,No,No,High,60+,2025-05-03 15:50:45
USR002696,Jharkhand,Ranchi,Education & Scholarships,Post Matric Scholarship SC,Yes,No,Low,26-40,2025-08-25 14:51:44
USR002697,Tamil Nadu,Coimbatore,Health & Public Health,National Digital Health Mission,No,No,Low,18-25,2025-12-22 15:45:34
USR002698,Tamil Nadu,Kancheepuram,Agriculture & Allied Activities,National Horticulture Mission,No,No,High,18-25,2025-08-16 06:58:09
USR002699,Karnataka,Belgaum,SC/ST/OBC Welfare,Post Matric Scholarship OBC,Yes,No,Middle,18-25,2025-09-18 07:54:09
USR002700,Jharkhand,Deoghar,Women Empowerment & Child Welfare,POSHAN Abhiyaan,Yes,Yes,Low,18-25,2026-02-08 10:34:27
USR002701,West Bengal,Darjeeling,Agriculture & Allied Activities,Pradhan Mantri Fasal Bima Yojana,Yes,Yes,Low,18-25,2026-01-20 00:14:07
USR002702,Assam,Morigaon,Women Empowerment & Child Welfare,Mahila Samman Savings Certificate,No,No,Low,41-60,2025-08-23 13:26:48
USR002703,Tamil Nadu,Kancheepuram,Agriculture & Allied Activities,PM-KISAN,Yes,No,Middle,18-25,2025-07-12 10:12:11
USR002704,Rajasthan,Udaipur,Agriculture & Allied Activities,Agriculture Infrastructure Fund,No,No,Middle,18-25,2025-08-13 18:10:21
USR002705,Karnataka,Mangalore,Health & Public Health,National Health Mission,Yes,Yes,High,18-25,2025-09-03 21:27:33
USR002706,West Bengal,Birbhum,Education & Scholarships,Central Sector Scholarship Scheme,No,No,High,60+,2026-01-22 08:52:22
USR002707,Jharkhand,Dhanbad,Disability Support (Divyang Schemes),Sahyogi Scheme,No,No,Middle,18-25,2025-04-04 16:48:36
USR002708,Rajasthan,Jaipur,Disability Support (Divyang Schemes),Deendayal Disabled Rehabilitation Scheme,No,No,High,41-60,2025-05-10 20:47:36
USR002709,Telangana,Rangareddy,SC/ST/OBC Welfare,Pre Matric Scholarship SC,No,No,Middle,26-40,2025-06-07 02:10:56
USR002710,Manipur,Ukhrul,SC/ST/OBC Welfare,Credit Enhancement Scheme SC,Yes,No,High,26-40,2025-09-25 06:15:45
USR002711,Tripura,Dhalai,Agriculture & Allied Activities,PM Krishi Sinchai Yojana,Yes,Yes,Middle,41-60,2025-07-22 09:08:04
USR002712,Meghalaya,Jaintia Hills,Senior Citizen Welfare,Varishtha Pension Bima Yojana,Yes,Yes,High,26-40,2025-03-31 16:09:28
USR002713,Meghalaya,Jaintia Hills,Senior Citizen Welfare,Annapurna Scheme,Yes,No,High,18-25,2026-01-12 11:50:50
USR002714,Maharashtra,Nagpur,Senior Citizen Welfare,Indira Gandhi National Old Age Pension,Yes,Yes,Low,41-60,2025-10-20 03:28:55
USR002715,Sikkim,West Sikkim,Women Empowerment & Child Welfare,POSHAN Abhiyaan,No,No,High,26-40,2026-02-11 13:45:38
USR002716,Uttarakhand,Dehradun,Disability Support (Divyang Schemes),Unique Disability ID UDID,No,No,Low,18-25,2025-08-20 01:39:21
USR002717,Bihar,Madhubani,Senior Citizen Welfare,Indira Gandhi National Old Age Pension,Yes,Yes,Low,26-40,2026-01-10 00:18:37
USR002718,Manipur,Senapati,Agriculture & Allied Activities,Soil Health Card Scheme,Yes,No,High,60+,2025-06-11 06:27:47
USR002719,Tripura,West Tripura,Health & Public Health,National Digital Health Mission,No,No,High,26-40,2025-11-15 00:29:48
USR002720,Himachal Pradesh,Solan,Disability Support (Divyang Schemes),Accessible India Campaign,Yes,No,Middle,26-40,2026-01-02 16:47:01
USR002721,Chhattisgarh,Bilaspur,Health & Public Health,Pradhan Mantri Surakshit Matritva Abhiyan,Yes,Yes,Low,18-25,2025-09-06 08:32:58
USR002722,Maharashtra,Nashik,SC/ST/OBC Welfare,NSFDC Loan Schemes,Yes,Yes,Middle,18-25,2025-07-21 06:29:05
USR002723,Maharashtra,Nashik,Women Empowerment & Child Welfare,Anganwadi Services ICDS,Yes,No,Low,26-40,2025-05-27 09:43:26
USR002724,Madhya Pradesh,Jabalpur,Disability Support (Divyang Schemes),Vidyasagar Scheme,Yes,Yes,High,41-60,2025-12-24 19:51:06
USR002725,Uttar Pradesh,Kanpur,Education & Scholarships,Mid Day Meal Scheme,Yes,Yes,High,26-40,2025-12-20 13:57:10
USR002726,Tamil Nadu,Madurai,Disability Support (Divyang Schemes),ADIP Scheme,No,No,High,26-40,2025-03-22 12:08:59
USR002727,Manipur,Senapati,SC/ST/OBC Welfare,Post Matric Scholarship OBC,No,No,Low,60+,2025-11-14 06:41:36
USR002728,Haryana,Faridabad,Senior Citizen Welfare,Varishtha Pension Bima Yojana,Yes,Yes,Middle,60+,2025-07-20 19:54:32
USR002729,Chhattisgarh,Janjgir-Champa,Education & Scholarships,Post Matric Scholarship SC,Yes,Yes,Low,60+,2025-04-06 16:09:17
USR002730,Sikkim,East Sikkim,Health & Public Health,Pradhan Mantri Surakshit Matritva Abhiyan,Yes,Yes,Low,41-60,2025-10-06 00:45:04
USR002731,Tamil Nadu,Tiruppur,Agriculture & Allied Activities,Soil Health Card Scheme,Yes,Yes,Middle,60+,2025-03-07 11:24:26
